id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T035B1_not_identified,T090B1_not_identified,T142B1_not_identified,T163B1_not_identified,T164B1_not_identified,T165B1_not_identified,T035BCG_not_identified,T090BCG_not_identified,T142BCG_not_identified,T163BCG_not_identified,T164BCG_not_identified,T165BCG_not_identified,T090PPD_not_identified,T142PPD_not_identified,T163PPD_not_identified,T164PPD_not_identified,T165PPD_not_identified,isotopes
2191,M1031T7767,2.08921151096665,0.698150647114535,0.512741752417826,0.623257763460834,1031.14658464362,1031.1447021385,1031.14838144473,7766.8593,7760.6298,7770.561,4,3,0,1,488598805.138566,170060694.352252,2873629.83541321,140791065.544357,83158025.75941,162069794.889358,389108096.770983,1651450611.95198,33915808.7322318,67392487.8447766,2075705.03314503,44615018.826237,555145517.282786,6322936.51605272,94783362.1280386,731063.255728388,24676330.9893658,
2192,M945T4689,1.93314552069745,0.687586118907341,0.512972941962125,0.568831115743304,944.978099500309,944.976724420981,944.978304969684,4688.55813,4681.47114,4689.7521,4,0,1,3,6605526.60670788,0,608829.140528427,0,0,8036847.04768531,17017678.7026449,0,0,209576.916962372,326788.265679885,11928750.482964,23980720.7908391,0,0,5154735.85363616,7510418.55485682,
2193,M697T3597,2.23603952359207,-0.697877031632965,0.512991832351686,0.551090517203498,696.845480827631,696.845039049477,696.845939529171,3597.43899,3590.60364,3601.14702,4,1,3,0,4036689.34127102,299994.280323806,278538.623182897,846507.066167556,11093958.7346236,65510165.7617907,18647375.7899256,77192.8039328126,3433372.8734661,5731423.56615011,6009751.20306361,2802316.33721397,12507571.4625612,492043.493540975,981227.122948661,1135244.8871048,1696122.89919355,
2194,M432T4253,2.85335161233832,-0.698375683796875,0.513096728385834,0.569053143049949,431.745404104237,431.742276485886,431.745484079758,4252.80978,4247.3436,4255.10382,5,2,3,0,59068503.7769507,719929717.768925,2725458.24775913,1662098.53246805,246349.838076489,111433.010192886,163128536.893738,95350866.9424687,15313985.0289927,498582.206648225,248642.906141943,134108.12262665,90940442.1623053,10197569.031815501,2334907.79770647,129069.452421867,82073.3254489195,
2195,M722T1310,2.38362795417665,0.68587603150671,0.513325311614905,0.708062434708206,721.783119727013,721.783081244053,721.783421269951,1309.8579,1305.74472,1315.70994,5,0,2,3,268460.130695712,898586.279278193,0,45217206.3179025,788154.038843923,685424.891489565,1684633.77225742,883712.991529181,17753644.2324175,671871.24076448,3996458.82563547,89084944.3041851,15697591.555377,2877077.90515969,2463729.06448605,11853037.5868929,72131609.1066545,
2196,M820T6402,1.94482345883023,-0.696692559429768,0.513479681051063,0.42977761154089,820.405004438138,820.404783583442,820.407177253433,6401.814,6401.6946,6405.5712,3,0,3,0,3785073.31657124,93489737.2999833,6241536.15439915,945122.344541839,24509799.5383483,2245934.10240168,16521837.0816724,8592935.70174548,1784030.87524896,26979759.7164163,2633020.36169681,10958397.7468709,72406822.6849964,9027752.24196911,103411789.39064,4340256.65075915,2412238.87375526,
2197,M677T4692,1.69553918691135,-0.687700533372666,0.513642363114319,0.599875875665958,676.712349603976,676.712176392208,676.712959433538,4691.5212,4690.7813399999995,4697.85432,3,0,3,0,541719.250173526,666937.561684569,16340815.3029978,2350421.67903499,0,16146010.2079898,1114667.62366782,0,756915.974115115,9691075.51502147,5306056.47675433,4390541.80781413,3373475.72259962,92376.2868208434,0,2620877.25812455,7817666.77877847,
2198,M1046T6087,1.79071558525652,0.679120514836372,0.513821612682439,0.788510492040965,1046.16902957232,1046.16875896656,1046.16944716188,6087.3318,6087.0042,6090.5574,3,0,3,0,0,0,34615369.8656701,0,0,72465927.1843114,0,0,0,101668085.729926,36399579.6509791,53684482.1359803,0,0,0,73672802.3572761,73995995.0981693,
2199,M422T3266,1.5596216105038,0.677223822191146,0.513880889066031,0.247960257190214,421.549258783116,421.548942726195,421.549452334004,3265.53468,3265.29546,3266.52462,3,0,3,0,786699.552842399,1174985.97828645,12101095.1090116,1231733.23654652,877523.181075216,1533918.35387085,961458.52043357,790145.560247441,5517230.4266107,9548316.11057121,8805460.26736197,1991979.80937472,969377.864885767,221038.950016065,837569.59555793,676400.324506306,1293722.40930253,
2201,M565T2935,1.84118823965185,-0.686900132661977,0.514618438273908,0.595349643310289,565.266956160433,565.265347951624,565.266957502114,2935.12176,2931.4317,2937.591,3,0,0,3,1300983.50725888,20372109.1753674,111103480.404705,5430049.75752671,100633.393669922,32356237.1103936,1176834.00582454,20496742.7421829,22723213.0656106,0,881594.810098887,47413655.0458351,4091522.77576951,2133748.82090683,187249.685149116,21976078.886117,29856509.5856865,
2202,M484T1409,1.64639170184849,-0.685347651530398,0.514765437197018,0.733002974959384,483.922003549649,483.921175531192,483.922316503678,1408.64952,1404.17532,1411.47918,6,1,2,3,286068.888587397,421609.842101327,520717.145278803,2612343.35373136,1122802.51699475,6594908.45091236,2214338.92437282,567409.320486975,498174.890588978,8430.19774435836,754666.673639014,2977454.03019608,2795500.23631651,1552054.4305989,553390.613224051,1179096.10844946,928327.88881722,
2203,M468T6882,1.57043919138445,0.676785110079239,0.514928656212739,0.798373383296508,468.218869888135,468.218110007985,468.219108586208,6881.7888,6877.1694,6886.4088,5,0,3,2,1371069.39356627,9201051.44266886,820541.049178138,14215293.9410075,1440701.32773205,475867.232385914,6536550.90622994,20236328.4787771,2092502.24990992,898275.115735399,1905680.56684418,11556254.5033409,6701742.63282624,1273747.75921012,773646.006727585,17231679.1516366,3914198.47115193,
2204,M517T4810,2.1934320181134,-0.69425032045511,0.514977606825807,0.530372853003075,516.788616144213,516.788196915771,516.788757195073,4810.22952,4804.18824,4821.25698,5,1,3,1,816089.616412592,641609.3077332,125522150.083194,0,584014.218758618,34260680.9937048,1757283.78763588,1627483.23012242,708476.495624384,21765659.0222677,31583231.6585775,16334733.6929248,2201128.53326279,277103.485425234,724999.930571613,89191452.4448068,122694608.007858,
2205,M401T1583,1.59351111582494,0.67827975440837,0.515116279784195,0.67100246412231,400.735558963786,400.733089939844,400.736188757643,1583.12004,1579.00536,1594.99248,7,1,3,3,452046.675897735,4345916.09724352,6531328.14197756,27398622.2298927,13299974.0123732,0,38935510.033284,2188379.47497657,13143484.6512132,59003.4124920236,3505316.5604125,25075322.3857997,53105453.5010338,2580950.55337585,9857518.80708706,4515404.05271696,15648492.0933939,
2206,M435T4245,2.58462823020567,0.694255678869643,0.515184714769048,0.738114876865398,435.271253460375,435.271202519677,435.271322598714,4245.25605,4242.80226,4252.1913,4,1,3,0,21279164.8980621,30149167.7455764,2203693.47070552,77555.2467991025,314577.780303347,3206171.79823014,129991223.612322,1681244.12138424,422527.742222161,10185736.2188006,5536910.97337882,101486.302593309,48841907.2408976,221952.46721295101,22316725.771642,56786.7484856074,75116.0522717772,
2207,M667T5717,1.63276290924958,0.690775956381594,0.515463115072036,0.79388395941507806,666.556611219892,666.555557240224,666.556989686016,5716.93074,5715.78876,5720.88606,3,0,3,0,1509819.60369351,10496920.4637807,6353264.35143895,2487393.8334587,6018408.5558625,2695273.4535961,1658016.62859714,1931229.21169143,981824.536367491,27233616.8012983,2852801.86994356,13608746.3609686,3468380.35167862,1028015.47693115,3171501.10105384,5477101.56893848,21955891.5474381,
2208,M442T1867,2.00614989320937,-0.677500245426164,0.51584859012604,0.610373580917453,442.154827633758,442.154105758505,442.154872660496,1867.00896,1863.80052,1871.3481,3,0,0,3,213681.807492871,2103960.81680611,3628741.99937751,259636679.611322,221607955.04766,2416178.26884169,2580656.84049962,4779973.41776064,205314742.810441,2882845.00282401,4085259.91126172,24409670.3930024,4477250.14149982,117600887.597823,3130620.53916248,9964286.78991083,8680736.64174014,
2209,M822T6763,1.90042901887502,0.6860302272816,0.515926885914643,0.775629256264897,822.078565503666,822.078108111635,822.079177900058,6762.6156,6756.129,6767.3004,4,0,3,1,28270559.0253566,10191698.5449016,1780390.98547011,908183.256471183,290053.212463646,11020331.2775833,69076440.2174999,2113205.60556806,623355.765670535,8251360.63747291,10304954.2789278,9329501.32112933,89616926.6509622,260759.703628551,333207.574509371,3313391.11421562,6111016.25132411,
2210,M431T3808,2.51588506813376,0.691292280677386,0.515943109163373,0.0828096521714652,430.858942365354,430.856675274029,430.859067644741,3808.02204,3805.2255,3810.98058,3,0,0,3,1104125.90954977,120463.83180464,678730.029505701,1830668.8129374,164287.202731811,7629384.16691872,508330.188805355,116065.598610997,1510342.69028281,288052.514685704,1549327.581331,25030148.9736876,721417.432241674,35717818.7123208,0,16178151.2305353,54878678.0513458,
2211,M465T2282,2.79070523004609,0.689763883275718,0.515998332443777,0.77678874188009,464.730933874738,464.730356407627,464.731964965418,2281.92006,2273.98266,2288.84232,5,0,3,2,110949.460455914,342799.489833402,916823.18423152,82127438.499053,6183499.17947472,9733757.04653475,283970.550716674,826140.002649141,250686824.330446,3654345.63071093,12926667.6553335,9060757.00161146,499669.474700951,192179563.386685,504892.121125292,8944855.66918964,10157541.842134,
2212,M600T3721,1.58068178050972,-0.677325546580866,0.516175693724348,0.263679797378982,599.828508136078,599.828345829386,599.828684356593,3720.63369,3717.0552,3723.76554,4,0,3,1,8990551.36203157,243672564.62947,195996821.629291,101639954.68804,464027.572158734,13503306.2709878,33979425.1058143,190547108.746789,305524.041734412,65384647.1502554,34932638.2268875,31827774.520071,11632503.3110554,85788.4145608365,776299.876055895,13658060.5086792,52220596.0412873,
2213,M557T5943,1.52622763581748,0.68431708827907,0.516459271002955,0.0255211498496229,557.496200047722,557.495622247757,557.497692288479,5942.97672,5942.49924,5943.61404,3,0,0,3,8914533.96764309,2075834.09321269,524704.610858607,5287976.0661343,3207481.96573491,3497843.95995911,1061144.87780441,16495523.7217503,12614047.6049128,2377639.23065324,991470.489973854,2339305.15955575,28687362.008419,40653081.6436873,8624577.69187841,7903555.77574289,11972510.3680766,
2214,M1036T4806,1.99299070539192,0.676064354517129,0.516675554224352,0.707639509390536,1035.57906901679,1035.5778402642,1035.57915964002,4805.745,4796.48862,4809.52458,5,2,3,0,0,0,1246018895.63459,0,0,266520374.354225,0,0,0,940654093.578649,1858462919.21992,215359693.829419,126315.549693292,0,0,519540526.216291,784121006.580964,
2215,M412T1797,1.59386494826262,-0.679569289153779,0.516970857291839,0.357349047491646,411.722247647673,411.721703093944,411.723416857379,1797.38211,1796.81376,1798.0377,4,3,1,0,17192.7113166871,5750895.4906354,2198667.49058728,289672.470296933,13603497.8379621,3687835.77226393,671781.346256187,3655580.39171916,762694.721236513,494013.791018225,3069103.19383534,7375638.65881104,513866.599302104,217575.35284149,3630956.09494958,480356.506231813,691709.611281024,
2216,M535T3992,2.77833072511475,0.6908460457442,0.516977762086595,0.652414216956946,534.761378947404,534.760851221272,534.763996111282,3992.48604,3989.12814,3993.74826,3,0,0,3,2413469.73183666,535136.299443147,2289553.17268674,31377204.1787913,1797972.37484309,6905850.23040533,320946.531874365,263852.617532331,115061038.096626,4019136.79531535,1752531.41949434,4494181.40682523,8175289.00285662,5017641.98610099,1252537.11950344,10378228.3875523,11173432.5558837,
2217,M736T3246_2,1.7219088027134,-0.677467129885263,0.517215197806457,0.375043039081702,736.367139818899,736.365457353567,736.367966151609,3245.75046,3241.1457,3251.04366,6,3,2,1,232498.081769646,147125.108165969,197141773.503663,293761426.503898,0,76926870.5681762,1394528.70482031,0,10387724.327014,151122450.192696,142761116.253074,24322442.8916239,2380904.91754081,31731753.0648117,0,15104618.2317154,45914657.1781904,
2218,M549T5574,1.68001623429076,-0.687410373761714,0.517343417205517,0.743427567859917,549.288542703513,549.287647511557,549.290408659258,5574.27378,5568.54834,5585.0004,5,1,1,3,3645907.06150942,5234538.0448349,8625913.89786786,40355550.7194603,4205231.88162591,2156647.54785808,5314763.55085177,6882519.23975962,14799135.8821389,2957583.83351829,1041537.11916997,7232536.890899,5471572.42307966,29941048.3722116,11708920.7391693,4172455.44661055,2455804.788169,
2219,M652T3595,2.33652344789851,-0.679668339647941,0.517407116352097,0.666515747518063,652.310169530876,652.307943536433,652.311238816901,3595.27404,3587.74824,3598.93662,5,2,0,3,269806063.894032,7833997.97398395,24870949.664535,35888137.4245427,2814213.25417427,1464243.6329056,132840983.88729,4409169.68940111,1261904.56578012,4563157.3099956,1959410.27730912,1626691.17349816,482866573.155018,270093.987715149,700576.217053164,4088081.68328578,6668825.9387891,
2220,M488T1607,2.45362109105829,-0.686015171187547,0.517682612549729,0.520714501281613,488.252916375545,488.252045485865,488.256513546654,1607.17584,1600.4517,1610.73132,5,1,3,1,917183.231111298,14581968.9860605,10823366.241066,15081997.7125292,5749848.43300274,260039016.90196,3425699.97861337,2337049.93438516,23298440.1312777,177854.270198564,90489196.7075082,5471767.4981718,3363122.53845092,12178124.6159896,2420126.16120733,5893435.27923704,11072937.8840324,
2221,M452T2688,2.96188646591432,-0.689356879932431,0.517694978722383,0.504210300830344,451.550287789007,451.548269907257,451.550738138084,2687.96253,2680.6689,2696.40576,6,1,1,3,1448914.38521315,7371310.25880622,1184253.7566007,1035738.09974962,1154078.32863183,192793936.616126,5614232.95638641,4059827.1945388,667176.790318506,1706615.95084409,3918603.24338689,53242216.716828,1110741.66835417,339999.670187709,829783.45570927,236856857.604361,83463334.9567435,
2222,M414T3258,1.43081754710298,0.683038566243804,0.517861165897155,0.23214439488064,414.197336616656,414.194982999324,414.198439425635,3257.83602,3250.53312,3261.53364,4,1,3,0,1158947.63594908,3801134.44459657,7573749.43162497,3689058.88920109,2249593.25632716,5916333.66782531,2378983.68395337,436286.32331159,9608362.02890205,15381332.3432906,6051716.94203837,1039266.46095327,1659531.21874775,2254177.43029994,935066.183056922,2118536.14950016,1590085.30587245,
2223,M687T4600_1,1.9230792110418,-0.685992642991482,0.518123927548838,0.189776709888487,686.815975829488,686.814825048914,686.816058910323,4600.31598,4594.61304,4602.23232,3,0,0,3,2468025.26810013,33116524.3799629,1848813.18089039,404079.718001909,0,9397272.59230968,11639516.1810673,5203527.61027012,56189.8306794625,768234.482963783,2704402.84156887,4190151.70340479,13756372.7277867,1073932.57734627,592931.982207771,35324925.5038626,51070736.7573159,
2224,M906T8009_1,1.83775672996226,0.67411145845269,0.518127994584542,0.779875864135513,905.972592685199,905.97161570041,905.973336768967,8009.28,8000.748,8016.3774,5,1,3,1,1346913.88356032,2110223.56542411,1756199.71754603,2544091.19049437,31120649.9242579,4147681.85528316,1128879.7210209,2071428.20861382,0,47207832.2396883,20915877.6747098,7746862.40868287,2343733.94502818,0,19976596.58878,26970630.6033864,1851581.34264722,
2225,M611T5024,1.79860401136385,0.681706781385781,0.518260902638884,0.439475685168894,611.320600322594,611.319422139725,611.321499310812,5024.02896,5020.71438,5028.5937,3,3,0,0,7638077.85310925,16843050.3980528,23771352.6915858,52802302.2098221,1605073.93926514,102752264.744337,32694324.4391677,23414439.2065483,4777134.62191463,35061970.0366477,28337154.6469097,245170043.366111,8761701.93847433,1893604.57068628,6129215.06430375,245759419.797981,298014551.21006,
2226,M816T1234,1.63552651567774,0.67138088319903,0.518470597559241,0.487783340542422,816.355459419906,816.355269369844,816.355705236361,1234.20264,1229.83116,1239.84492,6,1,3,2,25521.2557045515,9423412.42342538,4018161.78452483,2147081.22790231,0,351927.745477476,646967.537208256,9146133.92177351,0,10872.43727402,5013015.95095205,11295997.3116422,1081980.36842162,78325.8590007425,0,12733179.2309826,25010594.3648364,
2227,M736T3246_1,1.68604973938556,-0.673885238863202,0.518637680909527,0.370757179488929,735.865563618408,735.863179110539,735.866133541034,3246.12801,3241.49436,3252.9789,6,3,2,1,0,0,262881672.393598,347811757.061852,197965.357745701,113899474.80745,73660.3880421248,0,14754537.8108758,193815776.527383,190143042.991789,31088123.3823022,2491832.08726935,49715729.041915,66150.4833476904,19046186.0920956,57810220.1972815,
2228,M558T1384,1.60282191985468,0.672795662473418,0.519954688416985,0.439747460911473,557.596927276338,557.59631373157,557.597872501858,1384.00527,1378.7991,1389.74514,8,1,3,4,905106.964056222,259540.756588591,25524427.3640162,3557943.31696689,8207295.62683113,24180410.8834494,10172952.7725067,68720.9198935546,7237183.69360035,36183.0501473311,46484432.187695,36392837.4090321,7280961.60112568,323876.024766943,5908277.17781052,56297510.329036,70767536.122601,
2229,M954T7514,1.79041453051219,0.67832560428892,0.520134072353461,0.560576843778312,953.97306827111,953.969481186835,953.973949088956,7513.512,7500.7344,7518.7572,7,3,2,2,29643067.0709046,4790052.58776851,2397597.20681752,13993097.0174837,7264007.45616224,237623.82190097,65878909.6411786,16174134.9443847,21812740.2117151,18723.4327575394,134918.052114665,407298.232763194,12747524.3972772,7380617.26444839,12325828.5615803,199089.272091755,734415.959592818,
2230,M342T1869,1.62885322789723,-0.669647564946491,0.520356270557378,0.511900049047009,342.197323417085,342.197096308214,342.197494504435,1868.95974,1865.39004,1875.02952,4,1,0,3,200054.866827719,4666000.04425574,1856789.49302528,7688453.24790313,28719024.1749035,10005166.1198482,611143.270040864,4379057.93630747,3949832.24218124,806281.871240137,3586692.95599863,19288401.0917036,698058.818851923,2113697.25554391,28211511.3639269,11119832.4096844,20065205.5014974,
2231,M591T3192,1.23182689521507,0.671474614843977,0.521067997444389,0.755279741184572,591.317971241368,591.316915183285,591.318975438761,3191.5851,3185.47326,3194.2077,3,0,0,3,7972566.43896067,46647157.5249956,19226008.9858633,27377884.0204909,1402609.0660193,33841091.7957666,13348316.1773452,22250925.1003459,33785404.0943876,25069601.3855511,37906457.0616671,35743408.6041423,31292152.3614654,40241074.3077553,10984814.6533411,18841411.3011914,14673670.1359128,
2232,M516T4044,1.75923000582889,-0.67436011560101,0.521350402324955,0.0353909589719038,515.85816845648,515.857938370722,515.861019286933,4044.43992,4042.14846,4051.3419,3,0,0,3,534174.632183777,651865.473992676,1451029.71339018,424351.264607269,15772934.2650801,7377338.12769423,694833.809238835,514174.08814638,3588991.31032298,1290113.15449195,822409.23179234,7989004.5567101,4374538.11280238,3872535.34744504,21868291.2486271,41764190.2637174,16848460.3528465,
2233,M538T1220,3.03741347376557,0.682260559299869,0.521540042223956,0.520190883355353,537.774969129379,537.77477362576,537.775089591523,1219.69872,1209.74772,1221.99108,6,3,2,1,3019806.68917483,1252415.09976451,46269445.7264449,242904308.834928,3059407.92724622,4804.25483615985,4854120.18174209,449905.148097326,860784751.828797,1882063.55473716,32621076.7435237,32124.3001664811,2298781.8917084,3302534.04805621,5845096.24354668,11970.9889139442,4543.14927318601,
2234,M583T1315,2.82067704450004,-0.68574512451764,0.522274959957648,0.415405827928514,582.599255021009,582.599164397162,582.599586670341,1314.8253,1306.96818,1315.93458,4,0,1,3,900320.696721156,0,20896.3712994434,0,17169288.8177078,125423.927030879,2174997.36865469,1115302.10552865,192490.854810059,24383.2393507324,678218.468990391,2272607.06195192,8945921.47916242,136121.665630862,6995835.31784523,5096931.49937667,3063699.67217377,
2235,M629T5019,1.49887343424456,-0.665791554754584,0.522314071090642,0.676183814366698,629.324587369976,629.323612834086,629.325425314896,5019.15606,5017.63122,5026.05036,3,0,3,0,55146756.4286776,34749599.5451244,222124947.628721,40723171.9174671,1017854.24518681,158586302.387302,39688703.6797909,8658528.68408831,10326678.2283258,171829265.507698,52875060.025656,58444242.3085215,70551266.2258898,2191339.25015976,1135635.29647434,61369672.847075,123583496.38513,
2236,M1220T1149_2,2.05931918636779,-0.668579170927482,0.522548654600963,0.502137758167726,1220.45613876131,1220.45576301032,1220.4566841699,1149.45762,1143.00072,1153.80114,5,3,1,1,30539.7362847057,2860323.39230011,17634314.7246871,0,633680.161126273,3802979.63972559,9997751.12723234,308067.102564404,0,0,930439.978467407,885144.738576423,579950.744292897,0,826948.181310561,773452.849767673,1902743.06955399,
2237,M678T2666_1,1.49530974222144,0.663172326884822,0.522763345616899,0.834869546836966,677.881935714092,677.881646077944,677.882709076148,2666.27643,2656.97772,2674.34964,6,1,2,3,3648587.23798038,9088081.32835157,33614034.6625485,58550019.0085084,0,103697748.94985,19807864.4555368,24600809.2649954,1150857.94623734,80546047.9286803,50845806.7733543,134967939.809971,8610043.89280281,39547.851433594,134972.263746444,129906729.799984,81425726.8016078,
2238,M513T5484,1.55950550603231,-0.663289703544064,0.52293408161437,0.583020985169789,513.223473768962,513.220363408267,513.22374432487,5483.98914,5481.22524,5484.9243,3,0,0,3,154086.645200909,983886.041012497,3173245.60665946,5840388.74200634,9516807.63247086,1123414.14797088,97382.663094891,1198245.0590916,3219156.66776144,789194.012143159,449631.755370835,7578711.36041423,666823.834447011,539658.634447972,3804552.8390714,6952675.30632884,10535938.3126443,
2239,M326T2760,1.77044323287902,0.670628888421079,0.522956671809981,0.563477647817068,326.217107314052,326.217015284466,326.220822333158,2759.73003,2749.70802,2771.85096,8,3,3,2,338608.255802745,27068817.6584526,59409757.1079259,2487497.86235818,1491534.69054903,18377934.0634833,1294807.17889989,23474374.6887578,10443924.98762,27251652.324419,123514899.339352,7306975.91388176,919335.165193615,17779634.0178018,2832665.91940703,29047237.9637246,11616824.375694,
